name,full_name,base,base_name,second,second_name
MXN/AUD,MXN/AUD - Mexican Peso Australian Dollar,MXN,Mexican Peso,AUD,Australian Dollar
NOK/AUD,NOK/AUD - Norwegian Krone Australian Dollar,NOK,Norwegian Krone,AUD,Australian Dollar
PLN/AUD,PLN/AUD - Polish Zloty Australian Dollar,PLN,Polish Zloty,AUD,Australian Dollar
SAR/AUD,SAR/AUD - Saudi Riyal Australian Dollar,SAR,Saudi Riyal,AUD,Australian Dollar
SEK/AUD,SEK/AUD - Swedish Krona Australian Dollar,SEK,Swedish Krona,AUD,Australian Dollar
THB/AUD,THB/AUD - Thai Baht Australian Dollar,THB,Thai Baht,AUD,Australian Dollar
TRY/AUD,TRY/AUD - Turkish Lira Australian Dollar,TRY,Turkish Lira,AUD,Australian Dollar
TWD/AUD,TWD/AUD - Taiwan Dollar Australian Dollar,TWD,Taiwan Dollar,AUD,Australian Dollar
VES/AUD,VES/AUD - Venezuelan Bolivar Australian Dollar,VES,Venezuelan Bolivar,AUD,Australian Dollar
ZAR/AUD,ZAR/AUD - South African Rand Australian Dollar,ZAR,South African Rand,AUD,Australian Dollar
RUB/AUD,RUB/AUD - Russian Ruble Australian Dollar,RUB,Russian Ruble,AUD,Australian Dollar
KRW/AUD,KRW/AUD - Korean Won Australian Dollar,KRW,Korean Won,AUD,Australian Dollar
AUD/HRK,AUD/HRK - Australian Dollar Croatian Kuna,AUD,Australian Dollar,HRK,Croatian Kuna
AUD/BYN,AUD/BYN - Australian Dollar Belarusian Ruble,AUD,Australian Dollar,BYN,Belarusian Ruble
AUD/UAH,AUD/UAH - Australian Dollar Ukrainian Hryvnia,AUD,Australian Dollar,UAH,Ukrainian Hryvnia
IDR/AUD,IDR/AUD - Indonesian Rupiah Australian Dollar,IDR,Indonesian Rupiah,AUD,Australian Dollar
AUD/RUB,AUD/RUB - Australian Dollar Russian Ruble,AUD,Australian Dollar,RUB,Russian Ruble
USD/AZN,USD/AZN - US Dollar Azerbaijani Manat,USD,US Dollar,AZN,Azerbaijani Manat
EUR/AZN,EUR/AZN - Euro Azerbaijani Manat,EUR,Euro,AZN,Azerbaijani Manat
AZN/RUB,AZN/RUB - Azerbaijani Manat Russian Ruble,AZN,Azerbaijani Manat,RUB,Russian Ruble
RUB/AZN,RUB/AZN - Russian Ruble Azerbaijani Manat,RUB,Russian Ruble,AZN,Azerbaijani Manat
AZN/RUB,AZN/RUB - Azerbaijani Manat Russian Ruble,AZN,Azerbaijani Manat,RUB,Russian Ruble
EUR/BAM,EUR/BAM - Euro Bosnia Herzegovina Mark,EUR,Euro,BAM,Bosnia Herzegovina Mark
EUR/BBD,EUR/BBD - Euro Barbadian Dollar,EUR,Euro,BBD,Barbadian Dollar
GBP/BBD,GBP/BBD - British Pound Barbadian Dollar,GBP,British Pound,BBD,Barbadian Dollar
USD/BBD,USD/BBD - US Dollar Barbadian Dollar,USD,US Dollar,BBD,Barbadian Dollar
BRL/BBD,BRL/BBD - Brazil Real Barbadian Dollar,BRL,Brazil Real,BBD,Barbadian Dollar
CAD/BBD,CAD/BBD - Canadian Dollar Barbadian Dollar,CAD,Canadian Dollar,BBD,Barbadian Dollar
CNY/BBD,CNY/BBD - Chinese Yuan Barbadian Dollar,CNY,Chinese Yuan,BBD,Barbadian Dollar
CHF/BBD,CHF/BBD - Swiss Franc Barbadian Dollar,CHF,Swiss Franc,BBD,Barbadian Dollar
DKK/BBD,DKK/BBD - Danish Krone Barbadian Dollar,DKK,Danish Krone,BBD,Barbadian Dollar
HKD/BBD,HKD/BBD - Hong Kong Dollar Barbadian Dollar,HKD,Hong Kong Dollar,BBD,Barbadian Dollar
ILS/BBD,ILS/BBD - Israeli Shekel Barbadian Dollar,ILS,Israeli Shekel,BBD,Barbadian Dollar
MXN/BBD,MXN/BBD - Mexican Peso Barbadian Dollar,MXN,Mexican Peso,BBD,Barbadian Dollar
NOK/BBD,NOK/BBD - Norwegian Krone Barbadian Dollar,NOK,Norwegian Krone,BBD,Barbadian Dollar
NZD/BBD,NZD/BBD - New Zealand Dollar Barbadian Dollar,NZD,New Zealand Dollar,BBD,Barbadian Dollar
PLN/BBD,PLN/BBD - Polish Zloty Barbadian Dollar,PLN,Polish Zloty,BBD,Barbadian Dollar
SAR/BBD,SAR/BBD - Saudi Riyal Barbadian Dollar,SAR,Saudi Riyal,BBD,Barbadian Dollar
SEK/BBD,SEK/BBD - Swedish Krona Barbadian Dollar,SEK,Swedish Krona,BBD,Barbadian Dollar
SGD/BBD,SGD/BBD - Singapore Dollar Barbadian Dollar,SGD,Singapore Dollar,BBD,Barbadian Dollar
TRY/BBD,TRY/BBD - Turkish Lira Barbadian Dollar,TRY,Turkish Lira,BBD,Barbadian Dollar
TWD/BBD,TWD/BBD - Taiwan Dollar Barbadian Dollar,TWD,Taiwan Dollar,BBD,Barbadian Dollar
VES/BBD,VES/BBD - Venezuelan Bolivar Barbadian Dollar,VES,Venezuelan Bolivar,BBD,Barbadian Dollar
ZAR/BBD,ZAR/BBD - South African Rand Barbadian Dollar,ZAR,South African Rand,BBD,Barbadian Dollar
EUR/BDT,EUR/BDT - Euro Bangladeshi Taka,EUR,Euro,BDT,Bangladeshi Taka
GBP/BDT,GBP/BDT - British Pound Bangladeshi Taka,GBP,British Pound,BDT,Bangladeshi Taka
USD/BDT,USD/BDT - US Dollar Bangladeshi Taka,USD,US Dollar,BDT,Bangladeshi Taka
CHF/BGN,CHF/BGN - Swiss Franc Bulgarian Lev,CHF,Swiss Franc,BGN,Bulgarian Lev
DKK/BGN,DKK/BGN - Danish Krone Bulgarian Lev,DKK,Danish Krone,BGN,Bulgarian Lev
EUR/BGN,EUR/BGN - Euro Bulgarian Lev,EUR,Euro,BGN,Bulgarian Lev
GBP/BGN,GBP/BGN - British Pound Bulgarian Lev,GBP,British Pound,BGN,Bulgarian Lev
USD/BGN,USD/BGN - US Dollar Bulgarian Lev,USD,US Dollar,BGN,Bulgarian Lev
ILS/BGN,ILS/BGN - Israeli Shekel Bulgarian Lev,ILS,Israeli Shekel,BGN,Bulgarian Lev
RUB/BGN,RUB/BGN - Russian Ruble Bulgarian Lev,RUB,Russian Ruble,BGN,Bulgarian Lev
BGN/RUB,BGN/RUB - Bulgarian Lev Russian Ruble,BGN,Bulgarian Lev,RUB,Russian Ruble
BGN/RUB,BGN/RUB - Bulgarian Lev Russian Ruble,BGN,Bulgarian Lev,RUB,Russian Ruble
BHD/EUR,BHD/EUR - Baharain Dinar Euro,BHD,Baharain Dinar,EUR,Euro
BHD/PKR,BHD/PKR - Baharain Dinar Pakistani Rupee,BHD,Baharain Dinar,PKR,Pakistani Rupee
EUR/BHD,EUR/BHD - Euro Baharain Dinar,EUR,Euro,BHD,Baharain Dinar
GBP/BHD,GBP/BHD - British Pound Baharain Dinar,GBP,British Pound,BHD,Baharain Dinar
USD/BHD,USD/BHD - US Dollar Baharain Dinar,USD,US Dollar,BHD,Baharain Dinar
BRL/BHD,BRL/BHD - Brazil Real Baharain Dinar,BRL,Brazil Real,BHD,Baharain Dinar
CAD/BHD,CAD/BHD - Canadian Dollar Baharain Dinar,CAD,Canadian Dollar,BHD,Baharain Dinar
CNY/BHD,CNY/BHD - Chinese Yuan Baharain Dinar,CNY,Chinese Yuan,BHD,Baharain Dinar
CHF/BHD,CHF/BHD - Swiss Franc Baharain Dinar,CHF,Swiss Franc,BHD,Baharain Dinar
DKK/BHD,DKK/BHD - Danish Krone Baharain Dinar,DKK,Danish Krone,BHD,Baharain Dinar
HKD/BHD,HKD/BHD - Hong Kong Dollar Baharain Dinar,HKD,Hong Kong Dollar,BHD,Baharain Dinar
ILS/BHD,ILS/BHD - Israeli Shekel Baharain Dinar,ILS,Israeli Shekel,BHD,Baharain Dinar
NOK/BHD,NOK/BHD - Norwegian Krone Baharain Dinar,NOK,Norwegian Krone,BHD,Baharain Dinar
NZD/BHD,NZD/BHD - New Zealand Dollar Baharain Dinar,NZD,New Zealand Dollar,BHD,Baharain Dinar
PLN/BHD,PLN/BHD - Polish Zloty Baharain Dinar,PLN,Polish Zloty,BHD,Baharain Dinar
SAR/BHD,SAR/BHD - Saudi Riyal Baharain Dinar,SAR,Saudi Riyal,BHD,Baharain Dinar
SEK/BHD,SEK/BHD - Swedish Krona Baharain Dinar,SEK,Swedish Krona,BHD,Baharain Dinar
SGD/BHD,SGD/BHD - Singapore Dollar Baharain Dinar,SGD,Singapore Dollar,BHD,Baharain Dinar
THB/BHD,THB/BHD - Thai Baht Baharain Dinar,THB,Thai Baht,BHD,Baharain Dinar
TRY/BHD,TRY/BHD - Turkish Lira Baharain Dinar,TRY,Turkish Lira,BHD,Baharain Dinar
TWD/BHD,TWD/BHD - Taiwan Dollar Baharain Dinar,TWD,Taiwan Dollar,BHD,Baharain Dinar
VES/BHD,VES/BHD - Venezuelan Bolivar Baharain Dinar,VES,Venezuelan Bolivar,BHD,Baharain Dinar
ZAR/BHD,ZAR/BHD - South African Rand Baharain Dinar,ZAR,South African Rand,BHD,Baharain Dinar
BHD/INR,BHD/INR - Baharain Dinar Indian Rupee,BHD,Baharain Dinar,INR,Indian Rupee
EUR/BIF,EUR/BIF - Euro Burundian Franc,EUR,Euro,BIF,Burundian Franc
GBP/BIF,GBP/BIF - British Pound Burundian Franc,GBP,British Pound,BIF,Burundian Franc
USD/BIF,USD/BIF - US Dollar Burundian Franc,USD,US Dollar,BIF,Burundian Franc
BND/GBP,BND/GBP - Brunei Dollar British Pound,BND,Brunei Dollar,GBP,British Pound
EUR/BND,EUR/BND - Euro Brunei Dollar,EUR,Euro,BND,Brunei Dollar
GBP/BND,GBP/BND - British Pound Brunei Dollar,GBP,British Pound,BND,Brunei Dollar
USD/BND,USD/BND - US Dollar Brunei Dollar,USD,US Dollar,BND,Brunei Dollar
EUR/BOB,EUR/BOB - Euro Bolivian Boliviano,EUR,Euro,BOB,Bolivian Boliviano
USD/BOB,USD/BOB - US Dollar Bolivian Boliviano,USD,US Dollar,BOB,Bolivian Boliviano
BRL/BOB,BRL/BOB - Brazil Real Bolivian Boliviano,BRL,Brazil Real,BOB,Bolivian Boliviano
BOB/BRL,BOB/BRL - Bolivian Boliviano Brazil Real,BOB,Bolivian Boliviano,BRL,Brazil Real
CLP/BOB,CLP/BOB - Chilean Peso Bolivian Boliviano,CLP,Chilean Peso,BOB,Bolivian Boliviano
BOB/CLP,BOB/CLP - Bolivian Boliviano Chilean Peso,BOB,Bolivian Boliviano,CLP,Chilean Peso
PYG/BOB,PYG/BOB - Paraguayan Guarani Bolivian Boliviano,PYG,Paraguayan Guarani,BOB,Bolivian Boliviano
BOB/PYG,BOB/PYG - Bolivian Boliviano Paraguayan Guarani,BOB,Bolivian Boliviano,PYG,Paraguayan Guarani
BOB/UYU,BOB/UYU - Bolivian Boliviano Uruguayan Peso,BOB,Bolivian Boliviano,UYU,Uruguayan Peso
COP/BOB,COP/BOB - Colombian Peso Bolivian Boliviano,COP,Colombian Peso,BOB,Bolivian Boliviano
BOB/COP,BOB/COP - Bolivian Boliviano Colombian Peso,BOB,Bolivian Boliviano,COP,Colombian Peso
PEN/BOB,PEN/BOB - Peru Sol Bolivian Boliviano,PEN,Peru Sol,BOB,Bolivian Boliviano
BOB/PEN,BOB/PEN - Bolivian Boliviano Peru Sol,BOB,Bolivian Boliviano,PEN,Peru Sol
UYU/BOB,UYU/BOB - Uruguayan Peso Bolivian Boliviano,UYU,Uruguayan Peso,BOB,Bolivian Boliviano
BOB/MXN,BOB/MXN - Bolivian Boliviano Mexican Peso,BOB,Bolivian Boliviano,MXN,Mexican Peso
MXN/BOB,MXN/BOB - Mexican Peso Bolivian Boliviano,MXN,Mexican Peso,BOB,Bolivian Boliviano
VES/BOB,VES/BOB - Venezuelan Bolivar Bolivian Boliviano,VES,Venezuelan Bolivar,BOB,Bolivian Boliviano
BOB/VES,BOB/VES - Bolivian Boliviano Venezuelan Bolivar,BOB,Bolivian Boliviano,VES,Venezuelan Bolivar
BOB/USD,BOB/USD - Bolivian Boliviano US Dollar,BOB,Bolivian Boliviano,USD,US Dollar
BRL/CAD,BRL/CAD - Brazil Real Canadian Dollar,BRL,Brazil Real,CAD,Canadian Dollar
BRL/CHF,BRL/CHF - Brazil Real Swiss Franc,BRL,Brazil Real,CHF,Swiss Franc
BRL/CLP,BRL/CLP - Brazil Real Chilean Peso,BRL,Brazil Real,CLP,Chilean Peso
BRL/DKK,BRL/DKK - Brazil Real Danish Krone,BRL,Brazil Real,DKK,Danish Krone
BRL/HKD,BRL/HKD - Brazil Real Hong Kong Dollar,BRL,Brazil Real,HKD,Hong Kong Dollar
BRL/JPY,BRL/JPY - Brazil Real Japanese Yen,BRL,Brazil Real,JPY,Japanese Yen
BRL/MXN,BRL/MXN - Brazil Real Mexican Peso,BRL,Brazil Real,MXN,Mexican Peso
BRL/SGD,BRL/SGD - Brazil Real Singapore Dollar,BRL,Brazil Real,SGD,Singapore Dollar
BRL/USD,BRL/USD - Brazil Real US Dollar,BRL,Brazil Real,USD,US Dollar
CAD/BRL,CAD/BRL - Canadian Dollar Brazil Real,CAD,Canadian Dollar,BRL,Brazil Real
CHF/BRL,CHF/BRL - Swiss Franc Brazil Real,CHF,Swiss Franc,BRL,Brazil Real
EUR/BRL,EUR/BRL - Euro Brazil Real,EUR,Euro,BRL,Brazil Real
GBP/BRL,GBP/BRL - British Pound Brazil Real,GBP,British Pound,BRL,Brazil Real
JPY/BRL,JPY/BRL - Japanese Yen Brazil Real,JPY,Japanese Yen,BRL,Brazil Real
SGD/BRL,SGD/BRL - Singapore Dollar Brazil Real,SGD,Singapore Dollar,BRL,Brazil Real
USD/BRL,USD/BRL - US Dollar Brazil Real,USD,US Dollar,BRL,Brazil Real
BRL/CNY,BRL/CNY - Brazil Real Chinese Yuan,BRL,Brazil Real,CNY,Chinese Yuan
BRL/CZK,BRL/CZK - Brazil Real Czech Koruna,BRL,Brazil Real,CZK,Czech Koruna
BRL/EGP,BRL/EGP - Brazil Real Egyptian Pound,BRL,Brazil Real,EGP,Egyptian Pound
BRL/EUR,BRL/EUR - Brazil Real Euro,BRL,Brazil Real,EUR,Euro
BRL/GBP,BRL/GBP - Brazil Real British Pound,BRL,Brazil Real,GBP,British Pound
BRL/HUF,BRL/HUF - Brazil Real Hungarian Forint,BRL,Brazil Real,HUF,Hungarian Forint
BRL/IDR,BRL/IDR - Brazil Real Indonesian Rupiah,BRL,Brazil Real,IDR,Indonesian Rupiah
BRL/ILS,BRL/ILS - Brazil Real Israeli Shekel,BRL,Brazil Real,ILS,Israeli Shekel
BRL/INR,BRL/INR - Brazil Real Indian Rupee,BRL,Brazil Real,INR,Indian Rupee
BRL/ISK,BRL/ISK - Brazil Real Icelandic Kr,BRL,Brazil Real,ISK,Icelandic Kr
BRL/JMD,BRL/JMD - Brazil Real Jamaican Dollar,BRL,Brazil Real,JMD,Jamaican Dollar
BRL/JOD,BRL/JOD - Brazil Real Jordan Dinar,BRL,Brazil Real,JOD,Jordan Dinar
BRL/KES,BRL/KES - Brazil Real Kenyan Shilling,BRL,Brazil Real,KES,Kenyan Shilling
BRL/KRW,BRL/KRW - Brazil Real Korean Won,BRL,Brazil Real,KRW,Korean Won
BRL/LBP,BRL/LBP - Brazil Real Lebanese Pound,BRL,Brazil Real,LBP,Lebanese Pound
BRL/LKR,BRL/LKR - Brazil Real Sri Lankan Rupee,BRL,Brazil Real,LKR,Sri Lankan Rupee
BRL/MAD,BRL/MAD - Brazil Real Moroccan Dirham,BRL,Brazil Real,MAD,Moroccan Dirham
BRL/MYR,BRL/MYR - Brazil Real Malaysian Ringgit,BRL,Brazil Real,MYR,Malaysian Ringgit
BRL/NAD,BRL/NAD - Brazil Real Namibian Dollar,BRL,Brazil Real,NAD,Namibian Dollar
BRL/NOK,BRL/NOK - Brazil Real Norwegian Krone,BRL,Brazil Real,NOK,Norwegian Krone
BRL/NPR,BRL/NPR - Brazil Real Nepalese Rupee,BRL,Brazil Real,NPR,Nepalese Rupee
BRL/NZD,BRL/NZD - Brazil Real New Zealand Dollar,BRL,Brazil Real,NZD,New Zealand Dollar
BRL/OMR,BRL/OMR - Brazil Real Omani Rial,BRL,Brazil Real,OMR,Omani Rial
BRL/PAB,BRL/PAB - Brazil Real Panamanian Balboa,BRL,Brazil Real,PAB,Panamanian Balboa
BRL/PHP,BRL/PHP - Brazil Real Philippine Peso,BRL,Brazil Real,PHP,Philippine Peso
BRL/PKR,BRL/PKR - Brazil Real Pakistani Rupee,BRL,Brazil Real,PKR,Pakistani Rupee
BRL/PLN,BRL/PLN - Brazil Real Polish Zloty,BRL,Brazil Real,PLN,Polish Zloty
BRL/QAR,BRL/QAR - Brazil Real Qatari Riyal,BRL,Brazil Real,QAR,Qatari Riyal
BRL/RON,BRL/RON - Brazil Real Romanian Leu,BRL,Brazil Real,RON,Romanian Leu
BRL/RUB,BRL/RUB - Brazil Real Russian Ruble,BRL,Brazil Real,RUB,Russian Ruble
BRL/SAR,BRL/SAR - Brazil Real Saudi Riyal,BRL,Brazil Real,SAR,Saudi Riyal
BRL/SEK,BRL/SEK - Brazil Real Swedish Krona,BRL,Brazil Real,SEK,Swedish Krona
BRL/THB,BRL/THB - Brazil Real Thai Baht,BRL,Brazil Real,THB,Thai Baht
BRL/TRY,BRL/TRY - Brazil Real Turkish Lira,BRL,Brazil Real,TRY,Turkish Lira
BRL/VES,BRL/VES - Brazil Real Venezuelan Bolivar,BRL,Brazil Real,VES,Venezuelan Bolivar
BRL/XAF,BRL/XAF - Brazil Real Central African Franc,BRL,Brazil Real,XAF,Central African Franc
BRL/XCD,BRL/XCD - Brazil Real East Caribbean Dollar,BRL,Brazil Real,XCD,East Caribbean Dollar
BRL/XOF,BRL/XOF - Brazil Real West African CFA franc,BRL,Brazil Real,XOF,West African CFA franc
BRL/ZAR,BRL/ZAR - Brazil Real South African Rand,BRL,Brazil Real,ZAR,South African Rand
BRL/TWD,BRL/TWD - Brazil Real Taiwan Dollar,BRL,Brazil Real,TWD,Taiwan Dollar
CNY/BRL,CNY/BRL - Chinese Yuan Brazil Real,CNY,Chinese Yuan,BRL,Brazil Real
DKK/BRL,DKK/BRL - Danish Krone Brazil Real,DKK,Danish Krone,BRL,Brazil Real
HKD/BRL,HKD/BRL - Hong Kong Dollar Brazil Real,HKD,Hong Kong Dollar,BRL,Brazil Real
ILS/BRL,ILS/BRL - Israeli Shekel Brazil Real,ILS,Israeli Shekel,BRL,Brazil Real
MXN/BRL,MXN/BRL - Mexican Peso Brazil Real,MXN,Mexican Peso,BRL,Brazil Real
NOK/BRL,NOK/BRL - Norwegian Krone Brazil Real,NOK,Norwegian Krone,BRL,Brazil Real
NZD/BRL,NZD/BRL - New Zealand Dollar Brazil Real,NZD,New Zealand Dollar,BRL,Brazil Real
PLN/BRL,PLN/BRL - Polish Zloty Brazil Real,PLN,Polish Zloty,BRL,Brazil Real
SAR/BRL,SAR/BRL - Saudi Riyal Brazil Real,SAR,Saudi Riyal,BRL,Brazil Real
SEK/BRL,SEK/BRL - Swedish Krona Brazil Real,SEK,Swedish Krona,BRL,Brazil Real
THB/BRL,THB/BRL - Thai Baht Brazil Real,THB,Thai Baht,BRL,Brazil Real
TRY/BRL,TRY/BRL - Turkish Lira Brazil Real,TRY,Turkish Lira,BRL,Brazil Real
TWD/BRL,TWD/BRL - Taiwan Dollar Brazil Real,TWD,Taiwan Dollar,BRL,Brazil Real
VES/BRL,VES/BRL - Venezuelan Bolivar Brazil Real,VES,Venezuelan Bolivar,BRL,Brazil Real
ZAR/BRL,ZAR/BRL - South African Rand Brazil Real,ZAR,South African Rand,BRL,Brazil Real
BRL/PYG,BRL/PYG - Brazil Real Paraguayan Guarani,BRL,Brazil Real,PYG,Paraguayan Guarani
BRL/UYU,BRL/UYU - Brazil Real Uruguayan Peso,BRL,Brazil Real,UYU,Uruguayan Peso
BRL/COP,BRL/COP - Brazil Real Colombian Peso,BRL,Brazil Real,COP,Colombian Peso
BRL/PEN,BRL/PEN - Brazil Real Peru Sol,BRL,Brazil Real,PEN,Peru Sol
CLP/BRL,CLP/BRL - Chilean Peso Brazil Real,CLP,Chilean Peso,BRL,Brazil Real
PYG/BRL,PYG/BRL - Paraguayan Guarani Brazil Real,PYG,Paraguayan Guarani,BRL,Brazil Real
UYU/BRL,UYU/BRL - Uruguayan Peso Brazil Real,UYU,Uruguayan Peso,BRL,Brazil Real
COP/BRL,COP/BRL - Colombian Peso Brazil Real,COP,Colombian Peso,BRL,Brazil Real
PEN/BRL,PEN/BRL - Peru Sol Brazil Real,PEN,Peru Sol,BRL,Brazil Real
RUB/BRL,RUB/BRL - Russian Ruble Brazil Real,RUB,Russian Ruble,BRL,Brazil Real
INR/BRL,INR/BRL - Indian Rupee Brazil Real,INR,Indian Rupee,BRL,Brazil Real
USD/BRL,USD/BRL - US Dollar Brazil Real,USD,US Dollar,BRL,Brazil Real
BRL/RUB,BRL/RUB - Brazil Real Russian Ruble,BRL,Brazil Real,RUB,Russian Ruble
USD/BRLT,USD/BRLT - US Dollar Brazilian Real Tourism,USD,US Dollar,BRLT,Brazilian Real Tourism
BSD/GBP,BSD/GBP - Bahamas Dollar British Pound,BSD,Bahamas Dollar,GBP,British Pound
EUR/BSD,EUR/BSD - Euro Bahamas Dollar,EUR,Euro,BSD,Bahamas Dollar
GBP/BSD,GBP/BSD - British Pound Bahamas Dollar,GBP,British Pound,BSD,Bahamas Dollar
USD/BSD,USD/BSD - US Dollar Bahamas Dollar,USD,US Dollar,BSD,Bahamas Dollar
BWP/ZAR,BWP/ZAR - Botswana Pula South African Rand,BWP,Botswana Pula,ZAR,South African Rand
EUR/BWP,EUR/BWP - Euro Botswana Pula,EUR,Euro,BWP,Botswana Pula
GBP/BWP,GBP/BWP - British Pound Botswana Pula,GBP,British Pound,BWP,Botswana Pula
USD/BWP,USD/BWP - US Dollar Botswana Pula,USD,US Dollar,BWP,Botswana Pula
ZAR/BWP,ZAR/BWP - South African Rand Botswana Pula,ZAR,South African Rand,BWP,Botswana Pula
EUR/BYN,EUR/BYN - Euro Belarusian Ruble,EUR,Euro,BYN,Belarusian Ruble
USD/BYN,USD/BYN - US Dollar Belarusian Ruble,USD,US Dollar,BYN,Belarusian Ruble
GBP/BYN,GBP/BYN - British Pound Belarusian Ruble,GBP,British Pound,BYN,Belarusian Ruble
RUB/BYN,RUB/BYN - Russian Ruble Belarusian Ruble,RUB,Russian Ruble,BYN,Belarusian Ruble
CHF/BYN,CHF/BYN - Swiss Franc Belarusian Ruble,CHF,Swiss Franc,BYN,Belarusian Ruble
CAD/BYN,CAD/BYN - Canadian Dollar Belarusian Ruble,CAD,Canadian Dollar,BYN,Belarusian Ruble
NZD/BYN,NZD/BYN - New Zealand Dollar Belarusian Ruble,NZD,New Zealand Dollar,BYN,Belarusian Ruble
JPY/BYN,JPY/BYN - Japanese Yen Belarusian Ruble,JPY,Japanese Yen,BYN,Belarusian Ruble
CNY/BYN,CNY/BYN - Chinese Yuan Belarusian Ruble,CNY,Chinese Yuan,BYN,Belarusian Ruble
BYN/USD,BYN/USD - Belarusian Ruble US Dollar,BYN,Belarusian Ruble,USD,US Dollar
BYN/EUR,BYN/EUR - Belarusian Ruble Euro,BYN,Belarusian Ruble,EUR,Euro
BYN/RUB,BYN/RUB - Belarusian Ruble Russian Ruble,BYN,Belarusian Ruble,RUB,Russian Ruble
BYN/RUB,BYN/RUB - Belarusian Ruble Russian Ruble,BYN,Belarusian Ruble,RUB,Russian Ruble
EUR/BZD,EUR/BZD - Euro Belize Dollar,EUR,Euro,BZD,Belize Dollar
USD/BZD,USD/BZD - US Dollar Belize Dollar,USD,US Dollar,BZD,Belize Dollar
USD/CAD,USD/CAD - US Dollar Canadian Dollar,USD,US Dollar,CAD,Canadian Dollar
CAD/CHF,CAD/CHF - Canadian Dollar Swiss Franc,CAD,Canadian Dollar,CHF,Swiss Franc
EUR/CAD,EUR/CAD - Euro Canadian Dollar,EUR,Euro,CAD,Canadian Dollar
CAD/JPY,CAD/JPY - Canadian Dollar Japanese Yen,CAD,Canadian Dollar,JPY,Japanese Yen
GBP/CAD,GBP/CAD - British Pound Canadian Dollar,GBP,British Pound,CAD,Canadian Dollar
NZD/CAD,NZD/CAD - New Zealand Dollar Canadian Dollar,NZD,New Zealand Dollar,CAD,Canadian Dollar
CAD/PLN,CAD/PLN - Canadian Dollar Polish Zloty,CAD,Canadian Dollar,PLN,Polish Zloty
CAD/DKK,CAD/DKK - Canadian Dollar Danish Krone,CAD,Canadian Dollar,DKK,Danish Krone
CAD/NOK,CAD/NOK - Canadian Dollar Norwegian Krone,CAD,Canadian Dollar,NOK,Norwegian Krone
CAD/SGD,CAD/SGD - Canadian Dollar Singapore Dollar,CAD,Canadian Dollar,SGD,Singapore Dollar
CAD/SEK,CAD/SEK - Canadian Dollar Swedish Krona,CAD,Canadian Dollar,SEK,Swedish Krona
CAD/HKD,CAD/HKD - Canadian Dollar Hong Kong Dollar,CAD,Canadian Dollar,HKD,Hong Kong Dollar
CAD/CNY,CAD/CNY - Canadian Dollar Chinese Yuan,CAD,Canadian Dollar,CNY,Chinese Yuan
CAD/EUR,CAD/EUR - Canadian Dollar Euro,CAD,Canadian Dollar,EUR,Euro
CAD/GBP,CAD/GBP - Canadian Dollar British Pound,CAD,Canadian Dollar,GBP,British Pound
CAD/IDR,CAD/IDR - Canadian Dollar Indonesian Rupiah,CAD,Canadian Dollar,IDR,Indonesian Rupiah
CAD/ILS,CAD/ILS - Canadian Dollar Israeli Shekel,CAD,Canadian Dollar,ILS,Israeli Shekel
CAD/INR,CAD/INR - Canadian Dollar Indian Rupee,CAD,Canadian Dollar,INR,Indian Rupee
CAD/KRW,CAD/KRW - Canadian Dollar Korean Won,CAD,Canadian Dollar,KRW,Korean Won
CAD/KWD,CAD/KWD - Canadian Dollar Kuwaiti Dinar,CAD,Canadian Dollar,KWD,Kuwaiti Dinar
CAD/MXN,CAD/MXN - Canadian Dollar Mexican Peso,CAD,Canadian Dollar,MXN,Mexican Peso
CAD/MYR,CAD/MYR - Canadian Dollar Malaysian Ringgit,CAD,Canadian Dollar,MYR,Malaysian Ringgit
CAD/NZD,CAD/NZD - Canadian Dollar New Zealand Dollar,CAD,Canadian Dollar,NZD,New Zealand Dollar
CAD/PKR,CAD/PKR - Canadian Dollar Pakistani Rupee,CAD,Canadian Dollar,PKR,Pakistani Rupee
CAD/THB,CAD/THB - Canadian Dollar Thai Baht,CAD,Canadian Dollar,THB,Thai Baht
CAD/TWD,CAD/TWD - Canadian Dollar Taiwan Dollar,CAD,Canadian Dollar,TWD,Taiwan Dollar
CAD/USD,CAD/USD - Canadian Dollar US Dollar,CAD,Canadian Dollar,USD,US Dollar
CAD/ZAR,CAD/ZAR - Canadian Dollar South African Rand,CAD,Canadian Dollar,ZAR,South African Rand
CHF/CAD,CHF/CAD - Swiss Franc Canadian Dollar,CHF,Swiss Franc,CAD,Canadian Dollar
IDR/CAD,IDR/CAD - Indonesian Rupiah Canadian Dollar,IDR,Indonesian Rupiah,CAD,Canadian Dollar
JPY/CAD,JPY/CAD - Japanese Yen Canadian Dollar,JPY,Japanese Yen,CAD,Canadian Dollar
SGD/CAD,SGD/CAD - Singapore Dollar Canadian Dollar,SGD,Singapore Dollar,CAD,Canadian Dollar
CAD/CLP,CAD/CLP - Canadian Dollar Chilean Peso,CAD,Canadian Dollar,CLP,Chilean Peso
CAD/CZK,CAD/CZK - Canadian Dollar Czech Koruna,CAD,Canadian Dollar,CZK,Czech Koruna
CAD/EGP,CAD/EGP - Canadian Dollar Egyptian Pound,CAD,Canadian Dollar,EGP,Egyptian Pound
